6.164409160614013672e+00,2.433395862579345703e+00,2.239635229110717773e+00
1.077032947540283203e+01,1.906795501708984375e+00,1.879878282546997070e+00
6.403124809265136719e+00,3.644253253936767578e+00,1.592432141304016113e+00
1.009949779510498047e+01,2.115401983261108398e+00,9.383162260055541992e-01
7.000009059906005859e+00,5.115846633911132812e+00,1.993386864662170410e+00
6.782329559326171875e+00,4.199192523956298828e+00,1.796642422676086426e+00
8.944272041320800781e+00,1.914400100708007812e+00,1.113436460494995117e+00
8.485281944274902344e+00,2.423184871673583984e+00,9.153348803520202637e-01
3.741654872894287109e+00,1.472137928009033203e+00,1.961327552795410156e+00
1.618641471862792969e+01,8.691169738769531250e+00,3.219728469848632812e+00
7.071067333221435547e+00,3.546397209167480469e+00,1.586806058883666992e+00
4.000000000000000000e+00,9.131866693496704102e-01,1.173223972320556641e+00
8.774963378906250000e+00,2.072280883789062500e+00,2.175368070602416992e+00
1.063014698028564453e+01,2.023521661758422852e+00,1.953548550605773926e+00
3.464102506637573242e+00,2.418140172958374023e+00,1.894512414932250977e+00
5.196153163909912109e+00,8.745220303535461426e-01,6.714410781860351562e-01
8.602329254150390625e+00,3.862862110137939453e+00,7.553709149360656738e-01
7.348469734191894531e+00,1.362177133560180664e+00,1.352167963981628418e+00
6.403122901916503906e+00,1.296068668365478516e+00,2.311262845993041992e+00
8.124038696289062500e+00,2.265570163726806641e+00,1.562275052070617676e+00
5.916080474853515625e+00,3.944559574127197266e+00,1.160383582115173340e+00
5.744555950164794922e+00,1.988664031028747559e+00,2.199815511703491211e+00
3.741655111312866211e+00,1.484593152999877930e+00,1.619995951652526855e+00
1.486606788635253906e+01,5.370216369628906250e+00,1.045940399169921875e+00
4.898982524871826172e+00,3.916742324829101562e+00,5.461364984512329102e-01
5.744557857513427734e+00,2.604236125946044922e+00,2.663497447967529297e+00
5.916074752807617188e+00,2.705296039581298828e+00,1.587958216667175293e+00
4.582573413848876953e+00,2.578845024108886719e+00,9.045780897140502930e-01
5.099019050598144531e+00,2.231197834014892578e+00,9.913738369941711426e-01
2.828428030014038086e+00,1.544326424598693848e+00,8.871973156929016113e-01
5.916080474853515625e+00,1.758432269096374512e+00,1.108245611190795898e+00
1.081665515899658203e+01,3.204312086105346680e+00,2.629562854766845703e+00
8.185354232788085938e+00,3.399590969085693359e+00,4.891428947448730469e-01
1.334166431427001953e+01,5.169460296630859375e+00,3.038500308990478516e+00
1.086278152465820312e+01,2.599711894989013672e+00,2.295827865600585938e+00
1.774823760986328125e+01,1.091858673095703125e+01,4.061822414398193359e+00
1.019803905487060547e+01,2.398418426513671875e+00,2.484386205673217773e+00
8.602324485778808594e+00,2.168040752410888672e+00,8.705633282661437988e-01
7.874009609222412109e+00,1.046304607391357422e+01,4.000374794006347656e+00
8.306624412536621094e+00,4.305182933807373047e+00,1.940904021263122559e+00
9.273620605468750000e+00,1.348588585853576660e+00,1.310294032096862793e+00
2.828427076339721680e+00,1.911068201065063477e+00,1.728964805603027344e+00
6.403126239776611328e+00,5.316482186317443848e-01,2.980258166790008545e-01
6.403119564056396484e+00,1.099427342414855957e+00,1.356968164443969727e+00
6.082760810852050781e+00,2.281365156173706055e+00,2.016208410263061523e+00
7.549836635589599609e+00,1.869824767112731934e+00,2.183036565780639648e+00
9.433975219726562500e+00,2.427542209625244141e+00,2.064783096313476562e+00
5.196158885955810547e+00,9.266675710678100586e-01,2.551757097244262695e+00
1.191637229919433594e+01,4.671608448028564453e+00,7.941008806228637695e-01
1.577973651885986328e+01,1.085386371612548828e+01,3.374001979827880859e+00
5.099019050598144531e+00,3.460613489151000977e+00,2.513380765914916992e+00
1.024695110321044922e+01,7.370328307151794434e-01,8.599449396133422852e-01
6.480745792388916016e+00,7.652974128723144531e-01,7.830319404602050781e-01
7.681146144866943359e+00,2.603164672851562500e+00,7.781029343605041504e-01
