6.164409160614013672e+00,2.858849525451660156e+00,2.342163324356079102e+00
1.077032947540283203e+01,1.545749902725219727e+00,1.845848202705383301e+00
6.403124809265136719e+00,1.744779109954833984e+00,1.555528521537780762e+00
1.009949779510498047e+01,3.467011213302612305e+00,1.434598922729492188e+00
7.000009059906005859e+00,1.302413702011108398e+00,2.316662549972534180e+00
6.782329559326171875e+00,1.237333655357360840e+00,1.849911451339721680e+00
8.944272041320800781e+00,7.147862315177917480e-01,1.392967462539672852e+00
8.485281944274902344e+00,9.229748845100402832e-01,1.108855009078979492e+00
3.741654872894287109e+00,2.008548736572265625e+00,1.951282978057861328e+00
1.618641471862792969e+01,3.739201307296752930e+00,2.528717041015625000e+00
7.071067333221435547e+00,9.642449617385864258e-01,1.529545307159423828e+00
4.000000000000000000e+00,1.242798328399658203e+00,1.400949120521545410e+00
8.774963378906250000e+00,2.235177278518676758e+00,1.887414693832397461e+00
1.063014698028564453e+01,7.258278131484985352e-01,1.421727895736694336e+00
3.464102506637573242e+00,2.312340974807739258e+00,1.825422286987304688e+00
5.196153163909912109e+00,8.426334261894226074e-01,6.645945310592651367e-01
8.602329254150390625e+00,1.428499460220336914e+00,7.841780185699462891e-01
7.348469734191894531e+00,7.606557011604309082e-01,1.282897472381591797e+00
6.403122901916503906e+00,2.436990737915039062e+00,2.223789691925048828e+00
8.124038696289062500e+00,2.177202701568603516e+00,1.411433696746826172e+00
5.916080474853515625e+00,1.841074466705322266e+00,7.988169789314270020e-01
5.744555950164794922e+00,2.534693956375122070e+00,2.157832622528076172e+00
3.741655111312866211e+00,1.267898797988891602e+00,1.538149714469909668e+00
1.486606788635253906e+01,4.852551937103271484e+00,7.872005701065063477e-01
4.898982524871826172e+00,1.950567007064819336e+00,5.867483615875244141e-01
5.744557857513427734e+00,2.293124914169311523e+00,2.796979188919067383e+00
5.916074752807617188e+00,1.483649253845214844e+00,1.450734257698059082e+00
4.582573413848876953e+00,8.757718801498413086e-01,9.412653446197509766e-01
5.099019050598144531e+00,1.607092261314392090e+00,1.153573036193847656e+00
2.828428030014038086e+00,1.289064049720764160e+00,6.317656040191650391e-01
5.916080474853515625e+00,1.305023908615112305e+00,1.039592742919921875e+00
1.081665515899658203e+01,2.127648591995239258e+00,2.451619386672973633e+00
8.185354232788085938e+00,1.516682863235473633e+00,1.412116289138793945e+00
1.334166431427001953e+01,6.269999504089355469e+00,2.708658218383789062e+00
1.086278152465820312e+01,2.022837877273559570e+00,1.906851291656494141e+00
1.774823760986328125e+01,6.682064056396484375e+00,3.087430953979492188e+00
1.019803905487060547e+01,3.571890592575073242e+00,2.036058664321899414e+00
8.602324485778808594e+00,1.623065114021301270e+00,1.115408062934875488e+00
7.874009609222412109e+00,6.463221549987792969e+00,5.547054767608642578e+00
8.306624412536621094e+00,1.774566173553466797e+00,1.991649150848388672e+00
9.273620605468750000e+00,1.719227790832519531e+00,1.487805843353271484e+00
2.828427076339721680e+00,1.514515161514282227e+00,1.703714489936828613e+00
6.403126239776611328e+00,5.236018896102905273e-01,1.894232183694839478e-01
6.403119564056396484e+00,1.924528121948242188e+00,1.354043841361999512e+00
6.082760810852050781e+00,2.746566057205200195e+00,1.867753863334655762e+00
7.549836635589599609e+00,1.884530782699584961e+00,1.883771538734436035e+00
9.433975219726562500e+00,2.116112709045410156e+00,1.953254222869873047e+00
5.196158885955810547e+00,1.550843119621276855e+00,2.122678279876708984e+00
1.191637229919433594e+01,3.076162040233612061e-01,6.321521401405334473e-01
1.577973651885986328e+01,5.699716567993164062e+00,2.564146280288696289e+00
5.099019050598144531e+00,2.136770248413085938e+00,2.483966350555419922e+00
1.024695110321044922e+01,9.399192333221435547e-01,7.210436463356018066e-01
6.480745792388916016e+00,1.158174872398376465e+00,4.069616198539733887e-01
7.681146144866943359e+00,6.465958952903747559e-01,8.712960481643676758e-01
7.280110359191894531e+00,1.867203950881958008e+00,2.416335105895996094e+00
1.029562950134277344e+01,1.429764389991760254e+00,1.771284222602844238e+00
8.602325439453125000e+00,1.281795978546142578e+00,1.097469091415405273e+00
1.208304691314697266e+01,5.901573181152343750e+00,3.803039073944091797e+00
1.337908172607421875e+01,2.871511936187744141e+00,3.468890428543090820e+00
8.602323532104492188e+00,7.984967827796936035e-01,3.147258758544921875e-01
9.486824989318847656e+00,2.447550773620605469e+00,2.164753675460815430e+00
2.000000000000000000e+00,1.892230510711669922e+00,9.487175345420837402e-01
4.898982048034667969e+00,2.825775623321533203e+00,2.111170053482055664e+00
9.433979988098144531e+00,1.335444092750549316e+00,1.305877566337585449e+00
6.480742454528808594e+00,2.214997291564941406e+00,1.152720451354980469e+00
1.100000000000000000e+01,2.851867198944091797e+00,2.195601940155029297e+00
9.055384635925292969e+00,7.974459528923034668e-01,4.355324506759643555e-01
2.449488878250122070e+00,2.210357904434204102e+00,1.908383607864379883e+00
8.831762313842773438e+00,3.290251970291137695e+00,2.854969739913940430e+00
7.141424655914306641e+00,2.651969909667968750e+00,2.102874040603637695e+00
4.999992370605468750e+00,1.108852624893188477e+00,1.021017551422119141e+00
9.433979988098144531e+00,3.328414916992187500e+00,2.008046150207519531e+00
6.403121948242187500e+00,1.544356346130371094e+00,1.148299455642700195e+00
1.236931800842285156e+01,2.624480962753295898e+00,5.587360262870788574e-01
8.306622505187988281e+00,1.390876412391662598e+00,7.988802194595336914e-01
